date,action,symbol,price,reason,pnl
2019-12-31,BUY,CVNA,92.05,momentum=185.2%,0.0
2019-12-31,BUY,PODD,171.2,momentum=147.7%,0.0
2019-12-31,BUY,TER,66.45,momentum=98.5%,0.0
2019-12-31,BUY,TTD,25.98,momentum=95.8%,0.0
2019-12-31,BUY,DXCM,54.69,momentum=94.4%,0.0
2020-01-02,SELL,PODD,169.77,below_50ma,-127.27
2020-01-02,BUY,LRCX,27.72,momentum=99.2%,0.0
2020-01-09,SELL,CVNA,86.57,trailing_stop,-1128.88
2020-01-09,BUY,PODD,180.68,momentum=140.1%,0.0
2020-01-31,SELL,TER,64.31,trailing_stop,-403.07
2020-01-31,BUY,CPRT,25.36,momentum=83.6%,0.0
2020-02-21,SELL,CPRT,23.81,below_50ma,-762.28
2020-02-21,BUY,CVNA,110.09,momentum=118.3%,0.0
2020-02-24,SELL,TTD,28.32,trailing_stop,911.43
2020-02-24,SELL,LRCX,27.95,trailing_stop,410.56
2020-02-24,BUY,LULU,246.21,momentum=61.8%,0.0
2020-02-24,BUY,RMD,161.34,momentum=61.2%,0.0
2020-02-25,SELL,LULU,238.81,below_50ma,-851.0
2020-02-25,BUY,HWM,23.98,momentum=66.9%,0.0
2020-02-26,SELL,PODD,180.01,trailing_stop,-71.69
2020-02-26,BUY,LDOS,102.07,momentum=62.8%,0.0
2020-02-27,SELL,CVNA,88.77,trailing_stop,-2259.92
2020-02-27,SELL,HWM,22.97,below_50ma,-1752.76
2020-02-27,BUY,CHTR,508.55,momentum=42.3%,0.0
2020-02-27,BUY,HSY,131.81,momentum=38.7%,0.0
2020-02-28,SELL,RMD,151.01,below_50ma,-950.05
2020-02-28,SELL,LDOS,94.55,below_50ma,-1497.52
2020-02-28,SELL,CHTR,493.17,below_50ma,-722.86
2020-02-28,SELL,HSY,124.9,below_50ma,-663.68
2020-02-28,BUY,PODD,189.97,momentum=108.7%,0.0
2020-02-28,BUY,TTD,28.73,momentum=42.3%,0.0
2020-02-28,BUY,NOW,65.22,momentum=40.3%,0.0
2020-02-28,BUY,NEM,37.37,momentum=38.4%,0.0
2020-03-02,SELL,PODD,181.51,below_50ma,-862.92
2020-03-02,BUY,LDOS,101.37,momentum=59.4%,0.0
2020-03-03,SELL,TTD,27.77,below_50ma,-495.29
2020-03-03,BUY,RMD,156.98,momentum=60.7%,0.0
2020-03-06,SELL,NOW,63.45,below_50ma,-306.21
2020-03-06,BUY,LITE,82.45,momentum=88.5%,0.0
2020-03-09,SELL,DXCM,66.63,trailing_stop,1791.75
2020-03-09,SELL,LDOS,89.83,trailing_stop,-4997.3
2020-03-09,SELL,RMD,146.78,trailing_stop,-1030.52
2020-03-09,SELL,LITE,73.44,trailing_stop,-1225.36
2020-03-09,BUY,BALL,67.54,momentum=39.3%,0.0
2020-03-09,BUY,DG,146.21,momentum=30.6%,0.0
2020-03-09,BUY,WMT,35.82,momentum=20.6%,0.0
2020-03-09,BUY,GIS,43.81,momentum=14.8%,0.0
2020-03-11,SELL,NEM,38.64,trailing_stop,294.0
2020-03-11,SELL,BALL,64.98,below_50ma,-668.56
2020-03-11,SELL,WMT,34.98,below_50ma,-239.51
2020-03-11,SELL,GIS,42.79,below_50ma,-182.94
2020-03-11,BUY,DXCM,63.1,momentum=68.1%,0.0
2020-03-11,BUY,GEN,15.71,momentum=57.4%,0.0
2020-03-11,BUY,TT,98.33,momentum=37.4%,0.0
2020-03-11,BUY,TMUS,83.12,momentum=30.8%,0.0
2020-03-12,SELL,DG,130.32,trailing_stop,-1461.86
2020-03-12,SELL,DXCM,61.91,below_50ma,-308.31
2020-03-12,SELL,GEN,15.19,below_50ma,-411.87
2020-03-12,SELL,TT,88.97,below_50ma,-899.02
2020-03-12,SELL,TMUS,73.8,trailing_stop,-810.56
2020-03-12,BUY,GILD,54.59,momentum=6.3%,0.0
2020-03-13,BUY,AMT,202.53,momentum=38.4%,0.0
2020-03-13,BUY,JKHY,149.55,momentum=24.1%,0.0
2020-03-13,BUY,GIS,43.28,momentum=15.7%,0.0
2020-03-16,SELL,AMT,171.82,trailing_stop,-184.27
2020-03-16,SELL,JKHY,137.52,below_50ma,-60.13
2020-03-17,BUY,NEM,38.46,momentum=42.0%,0.0
2020-03-17,BUY,COST,280.88,momentum=37.1%,0.0
2020-03-17,BUY,WMT,36.46,momentum=21.6%,0.0
2020-03-18,SELL,NEM,34.91,below_50ma,-88.8
2020-03-18,BUY,JKHY,147.44,momentum=29.8%,0.0
2020-03-19,SELL,GIS,43.44,trailing_stop,2.27
2020-03-19,SELL,COST,279.26,below_50ma,-3.24
2020-03-19,SELL,JKHY,138.09,below_50ma,-112.2
2020-03-20,SELL,WMT,34.99,below_50ma,-19.02
2020-03-20,BUY,GIS,43.19,momentum=10.3%,0.0
2020-03-23,SELL,GIS,38.26,trailing_stop,-379.49
2020-03-23,BUY,NFLX,36.03,momentum=0.7%,0.0
2020-03-24,BUY,NEM,39.89,momentum=43.2%,0.0
2020-03-25,SELL,GILD,55.45,trailing_stop,1170.86
2020-03-25,SELL,NFLX,34.24,below_50ma,-146.62
2020-03-25,BUY,ODFL,65.92,momentum=43.8%,0.0
2020-03-26,BUY,GEN,16.49,momentum=45.5%,0.0
2020-03-26,BUY,MPWR,167.13,momentum=18.0%,0.0
2020-03-26,BUY,GILD,58.79,momentum=17.3%,0.0
2020-03-27,SELL,ODFL,62.42,below_50ma,-3950.13
2020-03-27,SELL,MPWR,154.62,below_50ma,-62.54
2020-03-27,BUY,DXCM,65.74,momentum=131.7%,0.0
2020-03-27,BUY,NFLX,35.71,momentum=3.5%,0.0
2020-03-31,SELL,NEM,38.02,below_50ma,-7.46
2020-03-31,BUY,VRTX,237.95,momentum=22.0%,0.0
2020-04-01,SELL,VRTX,225.48,below_50ma,-997.6
2020-04-01,BUY,NEM,39.02,momentum=47.5%,0.0
2020-04-03,SELL,GEN,16.1,below_50ma,-29.44
2020-04-03,BUY,DG,148.89,momentum=30.4%,0.0
2020-04-07,SELL,DXCM,62.68,below_50ma,-1601.69
2020-04-07,BUY,GEN,16.67,momentum=32.4%,0.0
2020-05-15,SELL,GILD,60.7,below_50ma,19.1
2020-05-15,BUY,DXCM,104.43,momentum=174.0%,0.0
2020-05-26,SELL,NEM,49.72,trailing_stop,4996.08
2020-05-26,BUY,WST,202.99,momentum=71.8%,0.0
2020-05-27,SELL,DXCM,89.91,trailing_stop,-290.5
2020-05-27,BUY,NEM,49.32,momentum=101.1%,0.0
2020-06-03,SELL,NEM,47.24,below_50ma,-122.35
2020-06-03,BUY,DXCM,91.46,momentum=195.1%,0.0
2020-06-11,SELL,GEN,17.69,trailing_stop,1911.45
2020-06-11,BUY,DVA,79.95,momentum=61.1%,0.0
2020-06-12,SELL,NFLX,41.81,below_50ma,3084.07
2020-06-12,BUY,VRTX,268.56,momentum=62.7%,0.0
2020-06-15,SELL,VRTX,267.77,below_50ma,-63.99
2020-06-15,BUY,ODFL,78.95,momentum=61.5%,0.0
2020-06-17,SELL,DVA,78.24,below_50ma,-678.87
2020-06-17,BUY,PODD,193.83,momentum=62.1%,0.0
2020-06-18,SELL,PODD,189.5,below_50ma,-684.14
2020-06-18,BUY,MPWR,213.9,momentum=62.5%,0.0
2020-08-28,SELL,DXCM,104.74,below_50ma,398.18
2020-08-28,BUY,CVNA,218.44,momentum=90.9%,0.0
2020-09-03,SELL,CVNA,198.51,trailing_stop,-398.6
2020-09-03,BUY,TTD,46.47,momentum=106.2%,0.0
2020-09-04,SELL,MPWR,245.91,below_50ma,4481.96
2020-09-04,SELL,TTD,44.13,below_50ma,-208.17
2020-09-04,BUY,CVNA,187.0,momentum=131.3%,0.0
2020-09-04,BUY,PYPL,190.82,momentum=88.4%,0.0
2020-09-08,SELL,DG,177.34,below_50ma,369.88
2020-09-08,SELL,PYPL,184.96,below_50ma,-292.93
2020-09-08,BUY,NEM,55.47,momentum=80.5%,0.0
2020-09-08,BUY,LULU,349.8,momentum=78.2%,0.0
2020-09-09,SELL,LULU,323.93,below_50ma,-388.05
2020-09-09,BUY,PYPL,193.57,momentum=81.7%,0.0
2020-09-11,SELL,PYPL,183.02,below_50ma,-579.9
2020-09-11,BUY,NOW,89.18,momentum=74.0%,0.0
2020-09-14,SELL,CVNA,171.55,below_50ma,-1514.1
2020-09-14,BUY,BBY,86.52,momentum=63.6%,0.0
2020-09-18,SELL,ODFL,89.67,below_50ma,2938.04
2020-09-18,SELL,NEM,54.78,below_50ma,-130.28
2020-09-18,BUY,ADBE,467.55,momentum=72.2%,0.0
2020-09-18,BUY,VRT,17.52,momentum=57.6%,0.0
2020-09-23,SELL,WST,264.61,below_50ma,6715.82
2020-09-23,BUY,CVNA,218.67,momentum=187.8%,0.0
2020-10-08,SELL,CVNA,214.0,trailing_stop,-784.56
2020-10-08,BUY,TTD,60.56,momentum=130.1%,0.0
2020-10-22,SELL,ADBE,483.6,below_50ma,577.8
2020-10-22,BUY,WST,275.56,momentum=90.3%,0.0
2020-10-28,SELL,BBY,89.26,below_50ma,523.23
2020-10-28,BUY,MPWR,292.54,momentum=86.1%,0.0
2020-10-29,SELL,WST,271.44,below_50ma,-272.08
2020-10-29,BUY,FDX,241.03,momentum=69.3%,0.0
2020-10-30,SELL,TTD,56.65,trailing_stop,-2334.27
2020-10-30,BUY,CDNS,109.37,momentum=60.8%,0.0
2020-11-02,SELL,NOW,95.2,below_50ma,686.28
2020-11-02,SELL,VRT,17.32,below_50ma,-102.67
2020-11-02,BUY,TTD,55.92,momentum=182.9%,0.0
2020-11-02,BUY,NEM,54.8,momentum=64.7%,0.0
2020-11-09,SELL,MPWR,305.13,trailing_stop,743.2
2020-11-09,BUY,WST,282.76,momentum=105.2%,0.0
2020-11-10,SELL,CDNS,112.39,trailing_stop,912.04
2020-11-10,SELL,TTD,70.73,trailing_stop,2710.6
2020-11-10,SELL,WST,275.73,below_50ma,-562.07
2020-11-10,BUY,MPWR,298.31,momentum=95.9%,0.0
2020-11-10,BUY,IDXX,441.23,momentum=63.7%,0.0
2020-11-10,BUY,ROL,35.46,momentum=57.7%,0.0
2020-11-18,SELL,NEM,52.11,below_50ma,-262.99
2020-11-18,BUY,TTD,77.24,momentum=159.8%,0.0
2020-11-23,SELL,ROL,35.63,below_50ma,49.89
2020-11-23,BUY,CVNA,240.08,momentum=121.2%,0.0
2020-12-02,SELL,CVNA,225.45,trailing_stop,-687.61
2020-12-02,BUY,NOW,105.3,momentum=75.3%,0.0
2020-12-09,SELL,MPWR,297.21,below_50ma,-81.95
2020-12-09,BUY,CVNA,255.5,momentum=103.2%,0.0
2020-12-18,SELL,FDX,249.31,below_50ma,612.34
2020-12-18,BUY,ROL,38.02,momentum=78.2%,0.0
2020-12-28,SELL,TTD,83.26,trailing_stop,2058.84
2020-12-28,SELL,CVNA,251.49,trailing_stop,-336.84
2020-12-28,SELL,ROL,36.34,below_50ma,-821.26
2020-12-28,BUY,PYPL,234.48,momentum=95.8%,0.0
2020-12-28,BUY,MPWR,347.14,momentum=85.3%,0.0
2020-12-28,BUY,AMZN,164.2,momentum=73.0%,0.0
2021-01-06,SELL,NOW,101.45,trailing_stop,-389.25
2021-01-06,SELL,AMZN,156.92,below_50ma,-451.3
2021-01-06,BUY,CVNA,250.83,momentum=190.5%,0.0
2021-01-06,BUY,QCOM,134.89,momentum=82.7%,0.0
2021-01-26,SELL,CVNA,261.33,trailing_stop,829.5
2021-01-26,BUY,FSLR,104.69,momentum=100.4%,0.0
2021-01-27,SELL,IDXX,465.18,below_50ma,814.3
2021-01-27,SELL,MPWR,339.23,trailing_stop,-332.08
2021-01-27,BUY,CDNS,128.43,momentum=84.2%,0.0
2021-01-27,BUY,AMZN,161.63,momentum=76.7%,0.0
2021-02-04,SELL,QCOM,132.01,trailing_stop,-224.08
2021-02-04,BUY,CVNA,284.53,momentum=175.5%,0.0
2021-02-17,SELL,FSLR,95.84,below_50ma,-2593.05
2021-02-17,BUY,MPWR,366.75,momentum=110.5%,0.0
2021-02-22,SELL,PYPL,272.39,trailing_stop,3488.39
2021-02-22,SELL,CDNS,133.16,below_50ma,553.41
2021-02-22,SELL,AMZN,159.04,below_50ma,-127.01
2021-02-22,BUY,TTD,84.52,momentum=187.1%,0.0
2021-02-22,BUY,TER,129.78,momentum=116.8%,0.0
2021-02-22,BUY,WSM,58.04,momentum=97.2%,0.0
2021-02-23,SELL,TTD,79.11,below_50ma,-1012.23
2021-02-23,BUY,PYPL,263.59,momentum=125.9%,0.0
2021-02-25,SELL,CVNA,263.66,trailing_stop,-1314.81
2021-02-25,SELL,MPWR,349.69,below_50ma,-1279.55
2021-02-25,SELL,TER,123.16,below_50ma,-549.21
2021-02-25,BUY,CDNS,138.02,momentum=95.1%,0.0
2021-02-25,BUY,IDXX,518.28,momentum=86.0%,0.0
2021-02-25,BUY,LRCX,51.79,momentum=83.2%,0.0
2021-03-03,SELL,CDNS,133.74,below_50ma,-535.0
2021-03-03,SELL,IDXX,498.02,below_50ma,-445.72
2021-03-03,BUY,CVNA,288.13,momentum=240.4%,0.0
2021-03-03,BUY,PTC,132.34,momentum=94.9%,0.0
2021-03-04,SELL,PYPL,237.8,trailing_stop,-2862.92
2021-03-04,SELL,LRCX,50.01,trailing_stop,-283.31
2021-03-04,SELL,CVNA,269.99,below_50ma,-1360.5
2021-03-04,SELL,PTC,126.43,below_50ma,-502.35
2021-03-04,BUY,URI,278.88,momentum=109.3%,0.0
2021-03-04,BUY,DE,316.6,momentum=92.6%,0.0
2021-03-04,BUY,VRT,19.95,momentum=91.6%,0.0
2021-03-04,BUY,AMAT,103.72,momentum=70.6%,0.0
2021-03-08,SELL,VRT,19.57,below_50ma,-205.78
2021-03-08,BUY,TRGP,31.02,momentum=135.9%,0.0
2021-03-23,SELL,TRGP,27.77,trailing_stop,-3716.06
2021-03-23,BUY,MPC,46.31,momentum=237.6%,0.0
2021-04-09,SELL,MPC,46.65,below_50ma,236.96
2021-04-09,BUY,TPR,39.58,momentum=180.7%,0.0
2021-04-20,SELL,AMAT,123.22,trailing_stop,1540.56
2021-04-20,BUY,TRGP,29.13,momentum=318.0%,0.0
2021-05-12,SELL,WSM,76.74,trailing_stop,2393.62
2021-05-12,BUY,TPL,176.65,momentum=220.7%,0.0
2021-05-18,SELL,DE,347.19,below_50ma,1345.71
2021-05-18,SELL,TPL,164.41,below_50ma,-673.29
2021-05-18,BUY,HWM,33.25,momentum=157.3%,0.0
2021-05-18,BUY,WSM,77.75,momentum=150.7%,0.0
2021-05-19,SELL,URI,310.52,below_50ma,2088.08
2021-05-19,SELL,TPR,39.28,below_50ma,-242.92
2021-05-19,SELL,WSM,74.69,below_50ma,-244.35
2021-05-19,BUY,FDX,279.31,momentum=140.8%,0.0
2021-05-19,BUY,LRCX,57.09,momentum=139.5%,0.0
2021-05-19,BUY,FIX,78.64,momentum=138.6%,0.0
2021-06-09,SELL,FDX,265.87,below_50ma,-981.3
2021-06-09,BUY,AMAT,129.26,momentum=108.1%,0.0
2021-06-17,SELL,FIX,79.56,below_50ma,113.22
2021-06-17,BUY,DVN,21.69,momentum=105.8%,0.0
2021-06-18,SELL,HWM,32.72,below_50ma,-186.55
2021-06-18,SELL,LRCX,58.2,below_50ma,274.79
2021-06-18,SELL,AMAT,125.97,below_50ma,-975.05
2021-06-18,BUY,SYF,41.44,momentum=98.2%,0.0
2021-06-18,BUY,IT,233.0,momentum=93.2%,0.0
2021-06-18,BUY,CVNA,294.32,momentum=91.7%,0.0
2021-06-28,SELL,TRGP,39.93,trailing_stop,4028.25
2021-06-28,BUY,AMAT,135.34,momentum=136.2%,0.0
2021-07-08,SELL,SYF,41.95,below_50ma,250.35
2021-07-08,SELL,AMAT,127.22,below_50ma,-2022.16
2021-07-08,BUY,TRGP,39.26,momentum=166.6%,0.0
2021-07-08,BUY,OKE,42.53,momentum=132.9%,0.0
2021-07-14,SELL,DVN,21.47,below_50ma,-118.11
2021-07-14,BUY,AMAT,130.22,momentum=125.5%,0.0
2021-07-15,SELL,TRGP,38.06,below_50ma,-788.51
2021-07-15,SELL,OKE,41.83,below_50ma,-221.52
2021-07-15,SELL,AMAT,127.86,below_50ma,-446.86
2021-07-15,BUY,TGT,219.42,momentum=92.7%,0.0
2021-07-15,BUY,VRT,26.37,momentum=91.4%,0.0
2021-07-15,BUY,BX,87.22,momentum=84.8%,0.0
2021-08-16,SELL,VRT,26.8,below_50ma,224.72
2021-08-16,BUY,TPR,38.6,momentum=138.9%,0.0
2021-08-17,SELL,TPR,37.03,below_50ma,-1341.91
2021-08-17,BUY,SCHW,68.25,momentum=96.3%,0.0
2021-08-18,SELL,TGT,215.51,below_50ma,-355.27
2021-08-18,BUY,SYF,45.07,momentum=99.4%,0.0
2021-08-31,SELL,CVNA,328.06,trailing_stop,1079.68
2021-08-31,BUY,TRGP,39.91,momentum=152.0%,0.0
2021-09-02,SELL,SYF,43.59,below_50ma,-664.41
2021-09-02,BUY,DVN,23.05,momentum=165.6%,0.0
2021-09-14,SELL,SCHW,65.65,below_50ma,-1204.77
2021-09-14,BUY,AMAT,134.77,momentum=131.8%,0.0
2021-09-20,SELL,AMAT,130.34,below_50ma,-975.36
2021-09-20,BUY,DECK,70.99,momentum=109.9%,0.0
2021-09-24,SELL,DECK,64.79,below_50ma,-2516.52
2021-09-24,BUY,OKE,44.91,momentum=129.8%,0.0
2021-09-28,SELL,BX,101.17,trailing_stop,1506.6
2021-09-28,BUY,MS,87.97,momentum=125.7%,0.0
2021-09-29,SELL,MS,85.82,below_50ma,-285.5
2021-09-29,BUY,GE,64.78,momentum=112.0%,0.0
2021-09-30,SELL,GE,62.8,below_50ma,-348.65
2021-09-30,BUY,MPC,55.66,momentum=116.2%,0.0
2021-10-08,SELL,IT,304.1,below_50ma,4194.9
2021-10-08,BUY,APA,21.23,momentum=94.6%,0.0
2021-11-18,SELL,MPC,56.96,below_50ma,258.91
2021-11-18,SELL,APA,24.09,trailing_stop,2374.64
2021-11-18,BUY,BX,126.71,momentum=132.6%,0.0
2021-11-18,BUY,TPL,134.47,momentum=120.4%,0.0
2021-11-19,SELL,TPL,130.84,below_50ma,-217.52
2021-11-19,BUY,APA,22.71,momentum=143.6%,0.0
2021-11-30,SELL,TRGP,47.0,trailing_stop,1950.11
2021-11-30,SELL,OKE,47.44,below_50ma,1489.81
2021-11-30,SELL,APA,22.51,below_50ma,-141.42
2021-11-30,BUY,FIX,93.16,momentum=85.5%,0.0
2021-11-30,BUY,PANW,91.16,momentum=72.4%,0.0
2021-11-30,BUY,WSM,89.63,momentum=72.1%,0.0
2021-12-01,SELL,WSM,85.88,below_50ma,-356.16
2021-12-01,BUY,ANET,30.35,momentum=81.1%,0.0
2021-12-06,SELL,PANW,83.54,below_50ma,-1036.32
